Time,Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,IsAccurate,Position,LapStartTime,Compound,FreshTyre,TyreLife,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time(s),Sector2Time(s),Sector3Time(s),Cum.SectorTime(s),LapTime(s),LapStartTime(s),PitInTime(s),PitOutTime(s),PitStopTime(s),PrevLapTime(s),LapΔ(s),CumLapTime(s),GapToLeader,Interval
0 days 01:17:43.056000,MAG,20,10.0,0 days 00:01:42.023000,0 days 00:00:47.212000,0 days 00:00:29.524000,0 days 00:00:25.287000,False,12.0,0 days 01:16:01.033000,SOFT,True,1.0,2.0,0 days 01:16:19.632000,0,5.70197386711148,0.7293586608990027,0.507683863885839,102.023,1.97514715500327,-0.7390977676186121,0.0,0.0,0.0,0.9138325703073915,11.013559322033897,-0.7416963965233621,0.49205655152309874,0.36577226004535807
0 days 01:17:50.881000,PIA,81,10.0,0 days 00:01:18.587000,0 days 00:00:25.901000,0 days 00:00:28.949000,0 days 00:00:23.737000,True,13.0,0 days 01:16:32.294000,SOFT,True,10.0,0.0,0,0,-0.22268557130942498,0.5130712807974421,0.08232711306256779,78.587,0.059189012426422806,-0.728529583629913,0.0,0.0,0.0,0.09810333551340886,-0.39152542372881644,-0.7390099378372345,0.6994209696439541,1.5495928447467044
0 days 01:17:51.261000,ALB,23,10.0,0 days 00:01:20.383000,0 days 00:00:26.473000,0 days 00:00:29.828000,0 days 00:00:24.082000,True,14.0,0 days 01:16:30.878000,SOFT,True,10.0,0.0,0,0,-0.06366416458159652,0.843708858378784,0.1770032930845223,80.38300000000001,0.20601700457815533,-0.729008280681447,0.0,0.0,0.0,0.1571288423806419,0.5186440677966059,-0.7388794772237227,0.7094910627923238,-0.43812575090101985
0 days 01:17:57.401000,RUS,63,10.0,0 days 00:01:29.137000,0 days 00:00:28.947000,0 days 00:00:31.041000,0 days 00:00:29.149000,False,15.0,0 days 01:16:28.264000,INTERMEDIATE,True,6.0,1.0,0,0 days 01:17:55.849000,0.6241312204614947,1.2999811924017293,1.5675082327113055,89.137,0.9216808371484632,-0.7298919770746031,-1.0160189879426562,-0.4648295615512321,-0.03631323156964795,0.5517495094833232,3.8466101694915276,-0.7367715083632979,0.8722025678737463,1.0997196635961612
0 days 01:17:58.433000,BOT,77,10.0,0 days 00:01:19.887000,0 days 00:00:26.987000,0 days 00:00:28.266000,0 days 00:00:24.634000,True,16.0,0 days 01:16:38.546000,SOFT,True,10.0,0.0,0,0,0.07923269391159202,0.2561594884333259,0.32848518111964836,79.887,0.16546762589928066,-0.726416014444751,0.0,0.0,0.0,0.2939012426422509,-1.319491525423731,-0.7364172048023926,0.8995508208450849,-0.26405019356566134
0 days 01:18:01.987000,HUL,27,10.0,0 days 00:01:19.062000,0 days 00:00:26.506000,0 days 00:00:28.223000,0 days 00:00:24.333000,True,17.0,0 days 01:16:42.925000,SOFT,False,10.0,0.0,0,0,-0.05448985265499067,0.23998495392138336,0.2458836443468707,79.062,0.0980215827338128,-0.724935637051625,0.0,0.0,0.0,0.3924133420536308,-3.03983050847458,-0.7351970547486548,0.993732692027393,0.4092911493791545
0 days 01:18:08.388000,HAM,44,10.0,0 days 00:01:39.738000,0 days 00:00:45.831000,0 days 00:00:28.877000,0 days 00:00:25.030000,False,18.0,0 days 01:16:28.650000,SOFT,True,1.0,2.0,0 days 01:16:46.897000,0,5.318042813455656,0.4859883392890717,0.4371569703622391,99.738,1.7883420536298236,-0.7297614847992558,0.0,0.0,0.0,0.8651079136690656,9.582203389830513,-0.7329994800457916,1.1633607610870385,1.1694032839406296
0 days 01:18:29.207000,STR,18,10.0,0 days 00:01:42.634000,0 days 00:00:47.493000,0 days 00:00:29.522000,0 days 00:00:25.619000,False,19.0,0 days 01:16:46.573000,SOFT,True,1.0,2.0,0 days 01:17:05.194000,0,5.780094523213787,0.7286063569682137,0.5987925356750816,102.634,2.0250981033355138,-0.7237023836307243,0.0,0.0,0.0,0.9193917593198178,11.473728813559326,-0.7258519550123742,1.715069364391594,5.018822587103757
0 days 01:18:33.955000,SAR,2,10.0,0 days 00:01:21.081000,0 days 00:00:26.886000,0 days 00:00:28.800000,0 days 00:00:25.395000,True,20.0,0 days 01:17:12.874000,SOFT,True,10.0,0.0,0,0,0.05115373922713301,0.45702463795373294,0.5373216245883637,81.081,0.2630804447351213,-0.7148109915739516,0.0,0.0,0.0,0.5231360366252465,-2.683898305084748,-0.7242218839782866,1.8408925282558706,0.7280736884260955
0 days 01:18:20.076000,PER,11,11.0,0 days 00:01:25.107000,0 days 00:00:28.706000,0 days 00:00:30.650000,0 days 00:00:25.751000,True,1.0,0 days 01:16:54.969000,INTERMEDIATE,True,10.0,1.0,0,0,0.5571309424520425,1.1529057739326671,0.6350164654226123,85.107,0.592217135382603,-0.7208640076104716,0.0,0.0,0.0,0.5495421844342716,0.4542372881355945,-0.7289867862280971,-0.7822607359117922,-0.5395808303297397
0 days 01:18:26.041000,VER,1,11.0,0 days 00:01:27.017000,0 days 00:00:28.285000,0 days 00:00:30.123000,0 days 00:00:28.609000,False,2.0,0 days 01:16:59.024000,INTERMEDIATE,True,9.0,1.0,0,0 days 01:18:24.474000,0.44008896302474226,0.9546736881700201,1.4193194291986821,87.017,0.7483649444081096,-0.7194931625935439,-1.0087719231621253,-0.4607415020175116,-0.0962762680539589,0.47719097449313314,2.8228813559322066,-0.7269388979133684,-0.6241867737276434,1.0529969296487427
0 days 01:18:35.618000,GAS,10,11.0,0 days 00:01:28.328000,0 days 00:00:28.345000,0 days 00:00:30.730000,0 days 00:00:29.253000,False,3.0,0 days 01:17:07.290000,INTERMEDIATE,False,16.0,1.0,0,0 days 01:18:34.021000,0.4567695301640246,1.1829979311641892,1.5960482985729958,88.328,0.8555428384565078,-0.7166987347489265,-1.0063548846482482,-0.4592888995092236,-0.07485111917312494,0.6019457161543504,2.6406779661016953,-0.7236509471354713,-0.3703939261438093,2.0173541583230166
0 days 01:18:48.258000,LEC,16,11.0,0 days 00:01:30.892000,0 days 00:00:29.513000,0 days 00:00:31.415000,0 days 00:00:29.964000,False,4.0,0 days 01:17:17.366000,INTERMEDIATE,False,18.0,1.0,0,0 days 01:18:46.708000,0.7814845704753959,1.440662027459092,1.791163556531283,90.892,1.0651569653368211,-0.7132924130743118,-1.0031428842684895,-0.45629647941304247,0.44708741186938583,0.6863145846958806,3.938983050847455,-0.7193114151491895,-0.03543082773514838,2.835135495928136
0 days 01:18:52.296000,ALO,14,11.0,0 days 00:01:40.065000,0 days 00:00:47.324000,0 days 00:00:28.458000,0 days 00:00:24.283000,False,5.0,0 days 01:17:12.231000,SOFT,True,1.0,2.0,0 days 01:17:30.787000,0,5.733110925771473,0.3283806657889776,0.2321624588364434,100.065,1.815075212557227,-0.7150283660119009,0.0,0.0,0.0,0.8561151079136698,9.952542372881359,-0.7179250994719264,0.0715771620887565,0.5385128821250982
0 days 01:18:55.396000,ZHO,24,11.0,0 days 00:01:44.703000,0 days 00:00:49.290000,0 days 00:00:30.110000,0 days 00:00:25.303000,False,6.0,0 days 01:17:10.693000,MEDIUM,True,1.0,2.0,0 days 01:17:29.319000,0,6.279677509035304,0.9497837126198972,0.5120746432491764,104.703,2.1942446043165473,-0.7155483067359537,0.0,0.0,0.0,0.9216808371484644,13.203389830508478,-0.7168608155195947,0.15372792198328147,0.28807902816700715
0 days 01:18:57.024000,SAI,55,11.0,0 days 00:01:38.827000,0 days 00:00:46.403000,0 days 00:00:28.484000,0 days 00:00:23.940000,False,7.0,0 days 01:17:18.197000,SOFT,True,1.0,2.0,0 days 01:17:36.115000,0,5.477064220183483,0.33816061688922333,0.13803512623490669,98.827,1.7138652714192282,-0.7130114828131362,0.0,0.0,0.0,0.8763897972531078,8.69322033898305,-0.7163018947859185,0.19687032105047073,-0.10492591109338359
0 days 01:19:03.234000,MAG,20,11.0,0 days 00:01:20.178000,0 days 00:00:27.067000,0 days 00:00:28.580000,0 days 00:00:24.531000,True,8.0,0 days 01:17:43.056000,SOFT,True,2.0,2.0,0,0,0.10147345009730284,0.3742712055670479,0.30021953896816606,80.178,0.1892576847612817,-0.7046075774430243,0.0,0.0,0.0,1.97531066056246,-18.502542372881358,-0.7141698937072153,0.3614368432907976,1.118408757175077
0 days 01:19:06.687000,TSU,22,11.0,0 days 00:01:40.282000,0 days 00:00:45.987000,0 days 00:00:28.966000,0 days 00:00:25.329000,False,9.0,0 days 01:17:26.405000,SOFT,True,1.0,2.0,0 days 01:17:43.725000,0,5.361412288017791,0.5194658642091402,0.519209659714599,100.28200000000001,1.8328155657292347,-0.7102366626161098,0.0,0.0,0.0,1.0303302812295627,8.330508474576272,-0.7129844187112792,0.45294218971526257,0.3823254572153362
0 days 01:19:07.704000,OCO,31,11.0,0 days 00:01:39.291000,0 days 00:00:46.027000,0 days 00:00:29.057000,0 days 00:00:24.207000,False,10.0,0 days 01:17:28.413000,SOFT,True,1.0,2.0,0 days 01:17:46.693000,0,5.372532666110645,0.553695693059995,0.21130625686059254,99.291,1.751798561151079,-0.7095578323339914,0.0,0.0,0.0,0.9466154349247883,8.358474576271188,-0.7126352649114336,0.47989293900969004,-0.2680549993326027
0 days 01:19:07.751000,PIA,81,11.0,0 days 00:01:16.870000,0 days 00:00:25.908000,0 days 00:00:27.061000,0 days 00:00:23.901000,True,11.0,0 days 01:17:50.881000,SOFT,True,11.0,0.0,0,0,-0.22073950514317492,-0.19710362986646626,0.12733260153677234,76.87,-0.08118051013734427,-0.7019622353326765,0.0,0.0,0.0,0.059352517985612606,-1.444915254237287,-0.7126191289934466,0.48113845053067367,-0.5270324389267028
0 days 01:19:09.120000,ALB,23,11.0,0 days 00:01:17.859000,0 days 00:00:26.240000,0 days 00:00:27.964000,0 days 00:00:23.655000,True,12.0,0 days 01:17:51.261000,SOFT,True,11.0,0.0,0,0,-0.12844036697247793,0.14256159488433234,0.05982436882546648,77.859,-0.0003270111183784245,-0.7018337714346661,0.0,0.0,0.0,0.20618051013734517,-2.128813559322035,-0.7121491274674008,0.5174172861098989,-0.17407555733555272
0 days 01:19:13.372000,NOR,4,11.0,0 days 00:01:38.110000,0 days 00:00:46.507000,0 days 00:00:27.949000,0 days 00:00:23.654000,False,13.0,0 days 01:17:35.262000,SOFT,False,2.0,2.0,0 days 01:17:54.084000,0,5.505977203224907,0.1369193154034232,0.05954994511525759,98.11,1.6552485284499674,-0.7072424396037971,0.0,0.0,0.0,0.8702583387835195,8.149152542372882,-0.7106893418656866,0.6300963283910258,0.5956481110663571
0 days 01:19:17.375000,BOT,77,11.0,0 days 00:01:18.942000,0 days 00:00:26.830000,0 days 00:00:28.041000,0 days 00:00:24.071000,True,14.0,0 days 01:17:58.433000,SOFT,True,11.0,0.0,0,0,0.03558520989713553,0.17152529621967244,0.17398463227222832,78.942,0.08821124918247168,-0.6994091843911631,0.0,0.0,0.0,0.16563113145847047,-0.790677966101701,-0.7093150422975625,0.7361768096354914,0.5291683353357699
0 days 01:19:20.383000,HUL,27,11.0,0 days 00:01:18.396000,0 days 00:00:26.526000,0 days 00:00:28.073000,0 days 00:00:23.797000,True,15.0,0 days 01:18:01.987000,SOFT,False,11.0,0.0,0,0,-0.04892966360856321,0.18356215911228108,0.09879253567508213,78.396,0.043574231523871916,-0.6982077088818756,0.0,0.0,0.0,0.0981850882930026,-0.5542372881355903,-0.7082823435463967,0.815889546978308,0.2635162194632327
0 days 01:19:27.290000,HAM,44,11.0,0 days 00:01:18.902000,0 days 00:00:26.595000,0 days 00:00:28.611000,0 days 00:00:23.696000,True,16.0,0 days 01:18:08.388000,SOFT,True,2.0,2.0,0,0,-0.029747011398388333,0.38593191649426334,0.07107574094401763,78.902,0.08494113799869209,-0.696043768326178,0.0,0.0,0.0,1.7885055591890135,-17.647457627118648,-0.7059110502371208,0.9989267400723457,1.3044987318113457
0 days 01:19:30.581000,LAW,40,11.0,0 days 00:01:50.916000,0 days 00:00:57.224000,0 days 00:00:29.275000,0 days 00:00:24.417000,False,17.0,0 days 01:17:39.665000,SOFT,True,1.0,2.0,0 days 01:18:08.865000,0,8.485404503753124,0.6356968215158911,0.2689352360043908,110.916,2.7021746239372137,-0.7057539487013229,0.0,0.0,0.0,1.0082570307390462,17.571186440677963,-0.7047811926606293,1.086139046786172,0.3390735549323871
0 days 01:19:36.268000,RUS,63,11.0,0 days 00:01:38.867000,0 days 00:00:47.043000,0 days 00:00:27.538000,0 days 00:00:24.286000,False,18.0,0 days 01:17:57.401000,SOFT,True,1.0,2.0,0 days 01:18:16.021000,0,5.654990269669166,-0.017679142373519117,0.23298572996706912,98.867,1.717135382603009,-0.6997580652931285,0.0,0.0,0.0,0.921844342707653,8.255932203389836,-0.7028287465842066,1.2368459408249366,0.9787745294351203
0 days 01:19:48.947000,STR,18,11.0,0 days 00:01:19.740000,0 days 00:00:27.549000,0 days 00:00:27.973000,0 days 00:00:24.218000,True,19.0,0 days 01:18:29.207000,SOFT,True,2.0,2.0,0,0,0.23547400611620725,0.14594696257287862,0.2143249176728865,79.74,0.1534499672988878,-0.6890056370296508,0.0,0.0,0.0,2.0252616088947035,-19.391525423728822,-0.6984758252191696,1.5728425487935631,2.845547990922149
0 days 01:19:53.752000,SAR,2,11.0,0 days 00:01:19.797000,0 days 00:00:26.922000,0 days 00:00:28.433000,0 days 00:00:24.442000,True,20.0,0 days 01:18:33.955000,SOFT,True,11.0,0.0,0,0,0.06116207951070302,0.31897686665412767,0.27579582875960446,79.797,0.1581098757357748,-0.6874005144302989,0.0,0.0,0.0,0.26324395029431114,-1.0779661016949202,-0.6968261850930554,1.7001762266300833,0.7432919503402826
0 days 01:19:48.515000,PER,11,12.0,0 days 00:01:28.439000,0 days 00:00:29.203000,0 days 00:00:30.215000,0 days 00:00:29.021000,False,1.0,0 days 01:18:20.076000,INTERMEDIATE,True,11.0,1.0,0,0 days 01:19:46.957000,0.6953016402557678,0.9892796689862694,1.5323819978046096,88.439,0.8646173969914972,-0.692092489273687,-0.9878894901737394,-0.44856218133164166,-0.08340748853453983,0.5923806409417929,2.8338983050847415,-0.6986241383376881,-0.7822607359117922,-0.5395808303297397
0 days 01:20:04.075000,VER,1,12.0,0 days 00:01:38.034000,0 days 00:00:46.130000,0 days 00:00:27.928000,0 days 00:00:23.976000,False,2.0,0 days 01:18:26.041000,SOFT,True,1.0,2.0,0 days 01:18:43.770000,0,5.401167639699748,0.1290201241301485,0.1479143798024143,98.034,1.6490353172007854,-0.6900759441378119,0.0,0.0,0.0,0.7485284499672995,9.346610169491537,-0.6932821195317908,-0.3699169217315228,3.6147376852217596
0 days 01:20:10.275000,ALO,14,12.0,0 days 00:01:17.979000,0 days 00:00:26.723000,0 days 00:00:27.395000,0 days 00:00:23.861000,True,3.0,0 days 01:18:52.296000,SOFT,True,2.0,2.0,0,0,0.005838198498748189,-0.07146887342486408,0.11635565312843012,77.979,0.009483322432962694,-0.6812001029739561,0.0,0.0,0.0,1.815238718116417,-18.706779661016952,-0.6911535516271272,-0.20561540194246428,1.1157388866638402
0 days 01:20:13.754000,GAS,10,12.0,0 days 00:01:38.136000,0 days 00:00:46.387000,0 days 00:00:27.700000,0 days 00:00:24.049000,False,4.0,0 days 01:18:35.618000,SOFT,True,1.0,2.0,0 days 01:18:53.630000,0,5.4726160689463414,0.04325747602031159,0.16794731064763943,98.136,1.6573741007194243,-0.6868383158450582,0.0,0.0,0.0,0.8557063440156977,8.322033898305081,-0.6899591503786877,-0.11342104914469471,0.38926712054462054
0 days 01:20:15.021000,SAI,55,12.0,0 days 00:01:17.997000,0 days 00:00:26.877000,0 days 00:00:27.416000,0 days 00:00:23.704000,True,5.0,0 days 01:18:57.024000,SOFT,True,2.0,2.0,0,0,0.0486516541562405,-0.06356968215158938,0.07327113062568587,77.997,0.01095487246566386,-0.679601741632394,0.0,0.0,0.0,1.7140287769784184,-17.642372881355936,-0.6895241672278476,-0.0798452385684464,-0.20130823655056382
0 days 01:20:15.029000,ZHO,24,12.0,0 days 00:01:19.633000,0 days 00:00:27.470000,0 days 00:00:27.873000,0 days 00:00:24.290000,True,6.0,0 days 01:18:55.396000,MEDIUM,True,2.0,2.0,0,0,0.21351125938281815,0.10833176603347755,0.23408342480790276,79.63300000000001,0.14470241988227567,-0.6801521080165023,0.0,0.0,0.0,2.194408109875737,-21.235593220338995,-0.6895214206886158,-0.07963323660742827,-0.5374449339207158
0 days 01:20:21.653000,MAG,20,12.0,0 days 00:01:18.419000,0 days 00:00:26.596000,0 days 00:00:27.683000,0 days 00:00:24.140000,True,7.0,0 days 01:19:03.234000,SOFT,True,3.0,2.0,0,0,-0.029469001946066616,0.036862892608613466,0.19291986827661886,78.419,0.04545454545454524,-0.677502371088591,0.0,0.0,0.0,0.18942119032047153,-1.4805084745762713,-0.6872472862046657,0.09590438711558252,1.2289413963420186
0 days 01:20:24.851000,PIA,81,12.0,0 days 00:01:17.100000,0 days 00:00:26.053000,0 days 00:00:27.421000,0 days 00:00:23.626000,True,8.0,0 days 01:19:07.751000,SOFT,True,12.0,0.0,0,0,-0.1804281345565751,-0.06168892232461966,0.051866081229418215,77.10000000000001,-0.062377370830608674,-0.6759753410167139,0.0,0.0,0.0,-0.08101700457815449,0.2050847457627036,-0.6861493571467441,0.18065217103258385,0.3142437591775926
0 days 01:20:24.899000,TSU,22,12.0,0 days 00:01:18.212000,0 days 00:00:26.677000,0 days 00:00:27.622000,0 days 00:00:23.913000,True,9.0,0 days 01:19:06.687000,SOFT,True,2.0,2.0,0,0,-0.006950236308035063,0.013917622719578337,0.13062568605927521,78.212,0.028531720078482977,-0.6763350399311433,0.0,0.0,0.0,1.8329790712884246,-18.69322033898305,-0.6861328779113531,0.18192418279869263,-0.5267654518755964
0 days 01:20:25.750000,OCO,31,12.0,0 days 00:01:18.046000,0 days 00:00:26.957000,0 days 00:00:27.783000,0 days 00:00:23.306000,True,10.0,0 days 01:19:07.704000,SOFT,True,2.0,2.0,0,0,0.07089241034195132,0.07447808914801589,-0.035949506037321666,78.046,0.014960758665795205,-0.6759912299725206,0.0,0.0,0.0,1.751962066710269,-17.994067796610167,-0.6858407148005679,0.20447589140199826,-0.3123748498198047
0 days 01:20:26.222000,ALB,23,12.0,0 days 00:01:17.102000,0 days 00:00:26.324000,0 days 00:00:27.564000,0 days 00:00:23.214000,True,11.0,0 days 01:19:09.120000,SOFT,True,12.0,0.0,0,0,-0.10508757297748123,-0.007899191273274696,-0.06119648737651,77.102,-0.06221386527141888,-0.6755125329209868,0.0,0.0,0.0,-0.00016350555918863137,-0.6313559322033818,-0.6856786689858902,0.21698400710206786,-0.41356294219733175
0 days 01:20:30.026000,NOR,4,12.0,0 days 00:01:16.654000,0 days 00:00:26.465000,0 days 00:00:27.084000,0 days 00:00:23.105000,True,12.0,0 days 01:19:13.372000,SOFT,False,3.0,2.0,0,0,-0.0658882402001673,-0.18845213466240393,-0.09110867178924276,76.654,-0.09883911052975827,-0.6740750895148272,0.0,0.0,0.0,1.6554120340091572,-18.17288135593221,-0.684372689581158,0.3177909395661882,0.4760379121611071
0 days 01:20:35.458000,LEC,16,12.0,0 days 00:01:47.200000,0 days 00:00:54.699000,0 days 00:00:28.615000,0 days 00:00:23.886000,False,13.0,0 days 01:18:48.258000,SOFT,True,1.0,2.0,0 days 01:19:13.942000,0,7.783430636641642,0.3874365243558386,0.12321624588364376,107.19999999999999,2.3983812949640293,-0.6825652009217623,0.0,0.0,0.0,1.0653204708960111,13.83050847457628,-0.6825077894427496,0.4617402710975063,0.9106928313975494
0 days 01:20:36.282000,BOT,77,12.0,0 days 00:01:18.907000,0 days 00:00:26.956000,0 days 00:00:27.906000,0 days 00:00:24.045000,True,14.0,0 days 01:19:17.375000,SOFT,True,12.0,0.0,0,0,0.0706144008896296,0.1207447808914793,0.1668496158068058,78.907,0.08534990189666423,-0.6727218237681537,0.0,0.0,0.0,0.08837475474166148,-0.019491525423725543,-0.6822248959018717,0.4835764730823736,-0.3195835002002818
0 days 01:20:37.989000,HUL,27,12.0,0 days 00:01:17.606000,0 days 00:00:26.432000,0 days 00:00:27.802000,0 days 00:00:23.372000,True,15.0,0 days 01:19:20.383000,SOFT,False,12.0,0.0,0,0,-0.07506255212677315,0.08162497649050164,-0.01783754116355687,77.606,-0.021010464355788506,-0.6717049305965339,0.0,0.0,0.0,0.043737737083061716,-0.6593220338983101,-0.6816388530932813,0.528812391514619,-0.08383393405425137
0 days 01:20:45.887000,HAM,44,12.0,0 days 00:01:18.597000,0 days 00:00:26.750000,0 days 00:00:28.441000,0 days 00:00:23.406000,True,16.0,0 days 01:19:27.290000,SOFT,True,3.0,2.0,0,0,0.013344453711425702,0.3219860823772795,-0.008507135016466067,78.59700000000001,0.06000654022236713,-0.6693699302187487,0.0,0.0,0.0,0.08510464355788189,-0.24830508474576815,-0.6789273322366631,0.7381113275297797,1.5690828994791983
0 days 01:20:49.415000,LAW,40,12.0,0 days 00:01:18.834000,0 days 00:00:26.903000,0 days 00:00:27.982000,0 days 00:00:23.949000,True,17.0,0 days 01:19:30.581000,SOFT,True,2.0,2.0,0,0,0.055879899916596296,0.14933233026142492,0.14050493962678384,78.834,0.07938194898626584,-0.6682573652493999,0.0,0.0,0.0,2.702338129496404,-27.177966101694917,-0.6777161084354288,0.8316041923387746,0.40234948604978377
0 days 01:20:54.172000,RUS,63,12.0,0 days 00:01:17.904000,0 days 00:00:26.846000,0 days 00:00:27.321000,0 days 00:00:23.737000,True,18.0,0 days 01:19:36.268000,SOFT,True,2.0,2.0,0,0,0.04003336113427809,-0.09930411886402074,0.08232711306256779,77.904,0.003351863963374495,-0.6663348015968062,0.0,0.0,0.0,1.717298888162199,-17.755084745762723,-0.6760829475447057,0.9576658584091774,0.7304765718860531
0 days 01:21:06.532000,STR,18,12.0,0 days 00:01:17.585000,0 days 00:00:26.479000,0 days 00:00:27.417000,0 days 00:00:23.689000,True,19.0,0 days 01:19:48.947000,SOFT,True,3.0,2.0,0,0,-0.06199610786766818,-0.0631935301861949,0.0691547749725573,77.58500000000001,-0.022727272727273203,-0.6620485022208196,0.0,0.0,0.0,0.15361347285807758,-1.8161016949152553,-0.6718395444315377,1.2852088881822037,2.760379121612301
0 days 01:21:12.440000,SAR,2,12.0,0 days 00:01:18.688000,0 days 00:00:26.555000,0 days 00:00:27.881000,0 days 00:00:24.252000,True,20.0,0 days 01:19:53.752000,SOFT,True,12.0,0.0,0,0,-0.04086738949124325,0.11134098175662938,0.22365532381997733,78.688,0.06744604316546786,-0.6604241100367658,0.0,0.0,0.0,0.15827338129496463,-0.9296610169491478,-0.6698112252088358,1.441772336394092,1.037778667734383
