Time,Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,IsAccurate,Position,LapStartTime,FreshTyre,TyreLife,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time(s),Sector2Time(s),Sector3Time(s),Cum.SectorTime(s),LapTime(s),LapStartTime(s),PitInTime(s),PitOutTime(s),PitStopTime(s),PrevLapTime(s),LapΔ(s),CumLapTime(s),GapToLeader,Interval,Compound_HARD,Compound_INTERMEDIATE,Compound_MEDIUM,Compound_SOFT,Compound_WET,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Status,Message,Category_CarEvent,Category_Drs,Category_Flag,Category_Other,Category_SafetyCar,Flag_BLACK AND WHITE,Flag_BLUE,Flag_CHEQUERED,Flag_CLEAR,Flag_DOUBLE YELLOW,Flag_GREEN,Flag_RED,Flag_YELLOW
0 days 01:03:36.820000,VER,1,1.0,0 days 00:01:31.585000,0 days 00:00:36.330000,0 days 00:00:28.929000,0 days 00:00:30.478000,False,1.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,36.33,28.929,30.478,95.737,91.585,3724.96,0.0,0.0,0.0,0.0,0.0,91.585,0.0,0.0,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:37.462000,NOR,4,1.0,0 days 00:01:32.227000,0 days 00:00:37.353000,0 days 00:00:28.594000,0 days 00:00:30.567000,False,2.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,37.353,28.594,30.567,96.51400000000001,92.227,3724.96,0.0,0.0,0.0,83.205,9.022000000000006,92.227,0.6420000000000101,0.6420000000000101,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:38.001000,ALO,14,1.0,0 days 00:01:32.766000,0 days 00:00:36.326000,0 days 00:00:28.764000,0 days 00:00:30.590000,False,3.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,36.326,28.764,30.59,95.68,92.766,3724.96,0.0,0.0,0.0,81.699,11.067000000000007,92.766,1.1810000000000116,0.5390000000000015,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:38.476000,RUS,63,1.0,0 days 00:01:33.241000,0 days 00:00:37.093000,0 days 00:00:28.820000,0 days 00:00:30.679000,False,4.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,37.093,28.82,30.679,96.59200000000001,93.241,3724.96,0.0,0.0,0.0,82.652,10.588999999999999,93.241,1.656000000000006,0.4749999999999943,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:39.511000,ALB,23,1.0,0 days 00:01:34.276000,0 days 00:00:36.857000,0 days 00:00:29.096000,0 days 00:00:31.301000,False,5.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,36.857,29.096,31.301,97.254,94.276,3724.96,0.0,0.0,0.0,83.883,10.393,94.276,2.6910000000000025,1.0349999999999966,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:39.929000,SAI,55,1.0,0 days 00:01:34.694000,0 days 00:00:37.457000,0 days 00:00:29.401000,0 days 00:00:31.249000,False,6.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,37.457,29.401,31.249,98.107,94.694,3724.96,0.0,0.0,0.0,82.879,11.814999999999998,94.694,3.109000000000009,0.41800000000000637,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:40.789000,PIA,81,1.0,0 days 00:01:35.554000,0 days 00:00:37.722000,0 days 00:00:29.247000,0 days 00:00:31.488000,False,7.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,37.722,29.247,31.488,98.457,95.554,3724.96,0.0,0.0,0.0,83.03,12.524000000000001,95.554,3.9690000000000083,0.8599999999999994,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:42.309000,STR,18,1.0,0 days 00:01:37.074000,0 days 00:00:38.390000,0 days 00:00:29.907000,0 days 00:00:32.066000,False,8.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,38.39,29.907,32.066,100.363,97.074,3724.96,0.0,0.0,0.0,83.662,13.411999999999992,97.074,5.489000000000004,1.519999999999996,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:43.039000,BOT,77,1.0,0 days 00:01:37.804000,0 days 00:00:37.938000,0 days 00:00:29.254000,0 days 00:00:32.586000,False,9.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,37.938,29.254,32.586,99.778,97.804,3724.96,0.0,0.0,0.0,80.769,17.034999999999997,97.804,6.219000000000008,0.730000000000004,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:43.331000,HUL,27,1.0,0 days 00:01:38.096000,0 days 00:00:37.884000,0 days 00:00:29.602000,0 days 00:00:32.789000,False,10.0,0 days 01:02:04.960000,False,1.0,0.0,0,0,37.884,29.602,32.789,100.275,98.096,3724.96,0.0,0.0,0.0,98.096,0.0,98.096,6.51100000000001,0.2920000000000016,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:44.036000,HAM,44,1.0,0 days 00:01:38.801000,0 days 00:00:39.117000,0 days 00:00:29.606000,0 days 00:00:33.122000,False,11.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,39.117,29.606,33.122,101.845,98.801,3724.96,0.0,0.0,0.0,83.592,15.209000000000003,98.801,7.216000000000008,0.7049999999999983,False,False,True,False,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:44.310000,OCO,31,1.0,0 days 00:01:39.075000,0 days 00:00:37.481000,0 days 00:00:29.897000,0 days 00:00:33.030000,False,12.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,37.481,29.897,33.03,100.408,99.075,3724.96,0.0,0.0,0.0,83.154,15.921000000000006,99.075,7.490000000000009,0.2740000000000009,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:44.978000,PER,11,1.0,0 days 00:01:39.743000,0 days 00:00:52.335000,0 days 00:00:29.339000,0 days 00:00:36.163000,False,13.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,52.335,29.339,36.163,117.837,99.743,3724.96,0.0,3846.02,0.0,81.606,18.137,99.743,8.158000000000001,0.6679999999999922,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:45.057000,SAR,2,1.0,0 days 00:01:39.822000,0 days 00:00:38.342000,0 days 00:00:30.081000,0 days 00:00:33.506000,False,14.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,38.342,30.081,33.506,101.929,99.822,3724.96,0.0,0.0,0.0,83.194,16.628,99.822,8.237000000000009,0.07900000000000773,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:48.036000,LEC,16,1.0,0 days 00:01:42.801000,0 days 00:01:02.095000,0 days 00:00:29.565000,0 days 00:00:38.556000,False,15.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,62.095,29.565,38.556,130.216,102.801,3724.96,0.0,3859.114,0.0,81.123,21.677999999999997,102.801,11.216000000000008,2.978999999999999,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:49.128000,GAS,10,1.0,0 days 00:01:43.893000,0 days 00:00:58.024000,0 days 00:00:29.821000,0 days 00:00:38.852000,False,16.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,58.024,29.821,38.852,126.697,103.893,3724.96,0.0,3856.161,0.0,80.915,22.977999999999994,103.893,12.308000000000007,1.0919999999999987,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:50.704000,ZHO,24,1.0,0 days 00:01:45.469000,0 days 00:00:55.076000,0 days 00:00:29.945000,0 days 00:00:39.176000,False,17.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,55.076,29.945,39.176,124.197,105.469,3724.96,0.0,3852.176,0.0,82.496,22.973,105.469,13.884,1.5759999999999934,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:52.104000,TSU,22,1.0,0 days 00:01:46.869000,0 days 00:01:01.721000,0 days 00:00:30.312000,0 days 00:00:39.927000,False,18.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,61.721,30.312,39.927,131.96,106.869,3724.96,0.0,3862.848,0.0,83.55,23.319000000000003,106.869,15.284000000000006,1.4000000000000057,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:55.687000,LAW,40,1.0,0 days 00:01:50.452000,0 days 00:01:12.898000,0 days 00:00:30.748000,0 days 00:00:42.908000,False,19.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,72.898,30.748,42.908,146.554,110.452,3724.96,0.0,3876.582,0.0,82.241,28.211,110.452,18.867000000000004,3.5829999999999984,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:03:57.179000,MAG,20,1.0,0 days 00:01:51.944000,0 days 00:01:01.517000,0 days 00:00:29.953000,0 days 00:00:39.577000,False,20.0,0 days 01:02:04.960000,True,1.0,0.0,0,0,61.517,29.953,39.577,131.047,111.944,3724.96,0.0,3867.036,0.0,111.944,0.0,111.944,20.35900000000001,1.4920000000000044,False,False,False,True,False,17.5,67.0,1007.7,True,28.6,157,1.7,TRACK CLEAR,LOW GRIP CONDITIONS,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:25.310000,NOR,4,2.0,0 days 00:01:47.848000,0 days 00:00:37.353000,0 days 00:00:36.440000,0 days 00:00:34.055000,True,1.0,0 days 01:03:37.462000,True,2.0,0.0,0,0,37.353,36.44,34.055,107.84800000000001,107.848,3817.462,0.0,0.0,0.0,92.227,15.620999999999995,200.075,0.0,0.0,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:25.637000,RUS,63,2.0,0 days 00:01:47.161000,0 days 00:00:37.093000,0 days 00:00:36.472000,0 days 00:00:33.596000,True,2.0,0 days 01:03:38.476000,True,2.0,0.0,0,0,37.093,36.472,33.596,107.161,107.161,3818.476,0.0,0.0,0.0,93.241,13.920000000000002,200.402,0.3269999999999982,0.3269999999999982,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:26.792000,VER,1,2.0,0 days 00:01:49.972000,0 days 00:00:36.330000,0 days 00:00:36.685000,0 days 00:00:36.957000,False,3.0,0 days 01:03:36.820000,True,2.0,0.0,0,0 days 01:05:25.519000,36.33,36.685,36.957,109.97200000000001,109.972,3816.82,3925.519,3945.581,20.062000000000353,91.585,18.387,201.557,1.4819999999999993,1.1550000000000011,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:27.691000,ALB,23,2.0,0 days 00:01:48.180000,0 days 00:00:36.857000,0 days 00:00:36.643000,0 days 00:00:34.680000,True,4.0,0 days 01:03:39.511000,True,2.0,0.0,0,0,36.857,36.643,34.68,108.18,108.18,3819.511,0.0,0.0,0.0,94.276,13.90400000000001,202.45600000000002,2.3810000000000286,0.8990000000000293,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:28.146000,ALO,14,2.0,0 days 00:01:50.145000,0 days 00:00:36.326000,0 days 00:00:36.088000,0 days 00:00:37.731000,False,5.0,0 days 01:03:38.001000,True,2.0,0.0,0,0 days 01:05:26.488000,36.326,36.088,37.731,110.14500000000001,110.145,3818.001,3926.488,3947.175,20.687000000000353,92.766,17.37899999999999,202.911,2.8360000000000127,0.4549999999999841,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:29.898000,PIA,81,2.0,0 days 00:01:49.109000,0 days 00:00:37.722000,0 days 00:00:37.531000,0 days 00:00:33.856000,True,6.0,0 days 01:03:40.789000,True,2.0,0.0,0,0,37.722,37.531,33.856,109.10900000000001,109.109,3820.789,0.0,0.0,0.0,95.554,13.554999999999993,204.663,4.588000000000022,1.7520000000000095,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:32.550000,STR,18,2.0,0 days 00:01:50.241000,0 days 00:00:38.390000,0 days 00:00:37.670000,0 days 00:00:34.181000,True,7.0,0 days 01:03:42.309000,True,2.0,0.0,0,0,38.39,37.67,34.181,110.241,110.241,3822.309,0.0,0.0,0.0,97.074,13.167000000000002,207.315,7.240000000000009,2.651999999999987,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:33.046000,SAI,55,2.0,0 days 00:01:53.117000,0 days 00:00:37.457000,0 days 00:00:37.208000,0 days 00:00:38.452000,False,8.0,0 days 01:03:39.929000,True,2.0,0.0,0,0 days 01:05:31.378000,37.457,37.208,38.452,113.11699999999999,113.117,3819.929,3931.378,3952.362,20.983999999999924,94.694,18.423000000000002,207.811,7.736000000000018,0.4960000000000093,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:33.951000,BOT,77,2.0,0 days 00:01:50.912000,0 days 00:00:37.938000,0 days 00:00:38.497000,0 days 00:00:34.477000,True,9.0,0 days 01:03:43.039000,True,2.0,0.0,0,0,37.938,38.497,34.477,110.912,110.912,3823.039,0.0,0.0,0.0,97.804,13.108000000000004,208.716,8.64100000000002,0.9050000000000011,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:34.535000,HUL,27,2.0,0 days 00:01:51.204000,0 days 00:00:37.884000,0 days 00:00:38.605000,0 days 00:00:34.715000,True,10.0,0 days 01:03:43.331000,False,2.0,0.0,0,0,37.884,38.605,34.715,111.20400000000001,111.204,3823.331,0.0,0.0,0.0,98.096,13.10799999999999,209.3,9.225000000000023,0.5840000000000032,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:34.591000,PER,11,2.0,0 days 00:01:49.613000,0 days 00:00:52.335000,0 days 00:00:29.343000,0 days 00:00:27.935000,False,11.0,0 days 01:03:44.978000,True,1.0,1.0,0 days 01:04:06.020000,0,52.335,29.343,27.935,109.613,109.613,3824.978,0.0,0.0,0.0,99.743,9.870000000000005,209.356,9.281000000000006,0.055999999999983174,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:38.386000,HAM,44,2.0,0 days 00:01:54.350000,0 days 00:00:39.117000,0 days 00:00:39.717000,0 days 00:00:35.516000,True,12.0,0 days 01:03:44.036000,True,2.0,0.0,0,0,39.117,39.717,35.516,114.35,114.35,3824.036,0.0,0.0,0.0,98.801,15.548999999999992,213.151,13.076000000000022,3.795000000000016,False,False,True,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:38.501000,SAR,2,2.0,0 days 00:01:53.444000,0 days 00:00:38.342000,0 days 00:00:39.828000,0 days 00:00:35.274000,True,13.0,0 days 01:03:45.057000,True,2.0,0.0,0,0,38.342,39.828,35.274,113.444,113.444,3825.057,0.0,0.0,0.0,99.822,13.622,213.26600000000002,13.191000000000031,0.1150000000000091,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:41.285000,OCO,31,2.0,0 days 00:01:56.975000,0 days 00:00:37.481000,0 days 00:00:38.425000,0 days 00:00:41.069000,False,14.0,0 days 01:03:44.310000,True,2.0,0.0,0,0 days 01:05:39.659000,37.481,38.425,41.069,116.97500000000001,116.975,3824.31,3939.659,3962.284,22.625,99.075,17.89999999999999,216.05,15.975000000000023,2.783999999999992,False,False,False,True,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:43.310000,ZHO,24,2.0,0 days 00:01:52.606000,0 days 00:00:55.076000,0 days 00:00:30.573000,0 days 00:00:26.957000,False,15.0,0 days 01:03:50.704000,True,1.0,1.0,0 days 01:04:12.176000,0,55.076,30.573,26.957,112.606,112.606,3830.704,0.0,0.0,0.0,105.469,7.1370000000000005,218.075,18.0,2.0249999999999773,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:43.585000,GAS,10,2.0,0 days 00:01:54.457000,0 days 00:00:58.024000,0 days 00:00:29.706000,0 days 00:00:26.727000,False,16.0,0 days 01:03:49.128000,False,7.0,1.0,0 days 01:04:16.161000,0,58.024,29.706,26.727,114.45700000000001,114.457,3829.128,0.0,0.0,0.0,103.893,10.563999999999993,218.35,18.275000000000006,0.2750000000000057,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:47.005000,LEC,16,2.0,0 days 00:01:58.969000,0 days 00:01:02.095000,0 days 00:00:30.229000,0 days 00:00:26.645000,False,17.0,0 days 01:03:48.036000,False,9.0,1.0,0 days 01:04:19.114000,0,62.095,30.229,26.645,118.969,118.969,3828.036,0.0,0.0,0.0,102.801,16.167999999999992,221.76999999999998,21.694999999999993,3.4199999999999875,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:50.949000,TSU,22,2.0,0 days 00:01:58.845000,0 days 00:01:01.721000,0 days 00:00:30.084000,0 days 00:00:27.040000,False,18.0,0 days 01:03:52.104000,False,6.0,1.0,0 days 01:04:22.848000,0,61.721,30.084,27.04,118.845,118.845,3832.104,0.0,0.0,0.0,106.869,11.975999999999999,225.714,25.63900000000001,3.944000000000017,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:05:55.491000,MAG,20,2.0,0 days 00:01:58.312000,0 days 00:01:01.517000,0 days 00:00:30.148000,0 days 00:00:26.647000,False,19.0,0 days 01:03:57.179000,True,1.0,1.0,0 days 01:04:27.036000,0,61.517,30.148,26.647,118.31200000000001,118.312,3837.179,0.0,0.0,0.0,111.944,6.367999999999995,230.256,30.18100000000001,4.542000000000002,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:06:05.650000,LAW,40,2.0,0 days 00:02:09.963000,0 days 00:01:12.898000,0 days 00:00:30.526000,0 days 00:00:26.539000,False,20.0,0 days 01:03:55.687000,False,6.0,1.0,0 days 01:04:36.582000,0,72.898,30.526,26.539,129.963,129.963,3835.687,0.0,0.0,0.0,110.452,19.510999999999996,240.415,40.34,10.158999999999992,False,True,False,False,False,17.2,69.0,1007.9,True,27.3,158,1.2,TRACK CLEAR,PIT LANE INCIDENT INVOLVING CARS 20 (MAG) AND 40 (LAW) NOTED - IMPEDING,False,False,False,True,False,False,False,False,False,False,False,False,False
0 days 01:07:02.113000,PER,11,3.0,0 days 00:01:27.522000,0 days 00:00:30.629000,0 days 00:00:30.482000,0 days 00:00:26.411000,True,1.0,0 days 01:05:34.591000,True,2.0,1.0,0,0,30.629,30.482,26.411,87.522,87.522,3934.591,0.0,0.0,0.0,109.613,-22.090999999999994,296.878,0.0,0.0,False,True,False,False,False,16.9,70.0,1007.7,True,26.2,160,1.8,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
0 days 01:07:12.547000,RUS,63,3.0,0 days 00:01:46.910000,0 days 00:00:36.878000,0 days 00:00:37.547000,0 days 00:00:32.485000,True,2.0,0 days 01:05:25.637000,True,3.0,0.0,0,0,36.878,37.547,32.485,106.91,106.91,3925.637,0.0,0.0,0.0,107.161,-0.2510000000000048,307.312,10.434000000000026,10.434000000000026,False,False,False,True,False,16.9,70.0,1007.7,True,26.2,160,1.8,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
0 days 01:07:13.236000,ZHO,24,3.0,0 days 00:01:29.926000,0 days 00:00:30.667000,0 days 00:00:31.424000,0 days 00:00:27.835000,True,3.0,0 days 01:05:43.310000,True,2.0,1.0,0,0,30.667,31.424,27.835,89.926,89.926,3943.31,0.0,0.0,0.0,112.606,-22.679999999999993,308.001,11.12299999999999,0.6889999999999645,False,True,False,False,False,16.9,70.0,1007.7,True,26.2,160,1.8,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
0 days 01:07:15.051000,GAS,10,3.0,0 days 00:01:31.466000,0 days 00:00:30.994000,0 days 00:00:31.092000,0 days 00:00:29.380000,True,4.0,0 days 01:05:43.585000,False,8.0,1.0,0,0,30.994,31.092,29.38,91.466,91.466,3943.585,0.0,0.0,0.0,114.457,-22.991,309.816,12.937999999999988,1.8149999999999977,False,True,False,False,False,16.9,70.0,1007.7,True,26.2,160,1.8,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
0 days 01:07:15.450000,VER,1,3.0,0 days 00:01:48.658000,0 days 00:00:49.822000,0 days 00:00:30.905000,0 days 00:00:27.931000,False,5.0,0 days 01:05:26.792000,True,1.0,1.0,0 days 01:05:45.581000,0,49.822,30.905,27.931,108.658,108.658,3926.792,0.0,0.0,0.0,109.972,-1.313999999999993,310.215,13.336999999999989,0.3990000000000009,False,True,False,False,False,16.9,70.0,1007.7,True,26.2,160,1.8,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
0 days 01:07:17.286000,LEC,16,3.0,0 days 00:01:30.281000,0 days 00:00:30.696000,0 days 00:00:31.595000,0 days 00:00:27.990000,True,6.0,0 days 01:05:47.005000,False,10.0,1.0,0,0,30.696,31.595,27.99,90.28099999999999,90.281,3947.005,0.0,0.0,0.0,118.969,-28.687999999999988,312.051,15.173000000000002,1.8360000000000127,False,True,False,False,False,16.7,70.0,1007.7,True,26.2,187,1.3,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
0 days 01:07:17.503000,ALO,14,3.0,0 days 00:01:49.357000,0 days 00:00:50.061000,0 days 00:00:31.830000,0 days 00:00:27.466000,False,7.0,0 days 01:05:28.146000,True,1.0,1.0,0 days 01:05:47.175000,0,50.061,31.83,27.466,109.357,109.357,3928.146,0.0,0.0,0.0,110.145,-0.7879999999999967,312.26800000000003,15.390000000000043,0.21700000000004138,False,True,False,False,False,16.7,70.0,1007.7,True,26.2,187,1.3,TRACK CLEAR,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,True,False,False,False,False,False,False,False,False,False,False,False,False
